"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"DT.GPA.DPPG","Período de gracia promedio de los nuevos compromisos de deuda externa (años)","El período de gracia es el período que va desde la fecha de firma del préstamo o la emisión del instrumento financiero hasta el primer reembolso del principal. Para obtener el promedio, los períodos de gracia de todos los préstamos públicos y con garantía pública se han ponderado respecto de los montos de los préstamos. La deuda pública es una obligación externa de un deudor público, incluido el Gobierno nacional, una subdivisión política (o un organismo de su dependencia) y los órganos públicos autónomos. La deuda con garantía pública es una obligación externa de un deudor privado, cuyo reembolso está garantizado por una entidad pública.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.GPA.OFFT","Período de gracia promedio de los nuevos compromisos de deuda externa, oficial (años)","El período de gracia es el período que va desde la fecha de firma del préstamo o la emisión del instrumento financiero hasta el primer reembolso del principal. Para obtener el promedio, los períodos de gracia de todos los préstamos públicos y con garantía pública se han ponderado respecto de los montos de los préstamos. La deuda de acreedores oficiales incluye los préstamos de organizaciones internacionales (préstamos multilaterales) y los préstamos de los Gobiernos (préstamos bilaterales). Los préstamos de organizaciones internacionales incluyen los préstamos y créditos del Banco Mundial, los bancos regionales de desarrollo y otros organismos multilaterales e intergubernamentales. Se excluyen los préstamos provenientes de fondos administrados por un organismo internacional en nombre de un único Gobierno donante; éstos se clasifican como préstamos de Gobiernos. Los préstamos de los Gobiernos incluyen préstamos de Gobiernos y sus organismos (incluidos los bancos centrales), préstamos de órganos autónomos y préstamos directos de organismos oficiales de crédito para la exportación.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.GPA.PRVT","Período de gracia promedio de los nuevos compromisos de deuda externa, privada (años)","El período de gracia es el período que va desde la fecha de firma del préstamo o la emisión del instrumento financiero hasta el primer reembolso del principal. Para obtener el promedio, los períodos de gracia de todos los préstamos públicos y con garantía pública se han ponderado respecto de los montos de los préstamos. La deuda de acreedores privados incluye bonos emitidos públicamente o colocados en forma privada; préstamos comerciales de bancos privados y otras instituciones financieras privadas, y otros créditos privados de fabricantes, exportadores y otros proveedores de bienes, y los créditos bancarios cubiertos por una garantía de un organismo de crédito para la exportación.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.GRE.DPPG","Elemento de donación promedio de los nuevos compromisos de deuda externa (%)","El elemento de donación de un préstamo es el equivalente de donación expresado como porcentaje del monto comprometido. Se utiliza para medir el costo total del endeudamiento. Para obtener el promedio, los elementos de donación de todos los préstamos públicos y con garantía pública se han ponderado respecto de los montos de los préstamos. El equivalente de donación de un préstamo es su valor (actualizado) de compromiso menos el valor actualizado descontado de su servicio de la deuda contractual; por lo general, los pagos futuros del servicio de la deuda se descuentan al 10%. Los compromisos abarcan el monto total de los préstamos para los cuales se firmaron contratos en el año especificado. La deuda pública es una obligación externa de un deudor público, incluido el Gobierno nacional, una subdivisión política (o un organismo de su dependencia) y los órganos públicos autónomos. La deuda con garantía pública es una obligación externa de un deudor privado, cuyo reembolso está garantizado por una entidad pública. No se dispone de datos de la deuda privada no garantizada.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.GRE.OFFT","Elemento de donación promedio de los nuevos compromisos de deuda externa, oficial (%)","El elemento de donación de un préstamo es el equivalente de donación expresado como porcentaje del monto comprometido. Se utiliza para medir el costo total del endeudamiento. Para obtener el promedio, los elementos de donación de todos los préstamos públicos y con garantía pública se han ponderado respecto de los montos de los préstamos. El equivalente de donación de un préstamo es su valor (actualizado) de compromiso menos el valor actualizado descontado de su servicio de la deuda contractual; por lo general, los pagos futuros del servicio de la deuda se descuentan al 10%. Los compromisos abarcan el monto total de los préstamos para los cuales se firmaron contratos en el año especificado. La deuda de acreedores oficiales incluye los préstamos de organizaciones internacionales (préstamos multilaterales) y los préstamos de los Gobiernos (préstamos bilaterales). Los préstamos de organizaciones internacionales incluyen los préstamos y créditos del Banco Mundial, los bancos regionales de desarrollo y otros organismos multilaterales e intergubernamentales. Se excluyen los préstamos provenientes de fondos administrados por un organismo internacional en nombre de un único Gobierno donante; éstos se clasifican como préstamos de Gobiernos. Los préstamos de los Gobiernos incluyen préstamos de Gobiernos y sus organismos (incluidos los bancos centrales), préstamos de órganos autónomos y préstamos directos de organismos oficiales de crédito para la exportación.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.GRE.PRVT","Elemento de donación promedio de los nuevos compromisos de deuda externa, privada (%)","El elemento de donación de un préstamo es el equivalente de donación expresado como porcentaje del monto comprometido. Se utiliza para medir el costo total del endeudamiento. Para obtener el promedio, los elementos de donación de todos los préstamos públicos y con garantía pública se han ponderado respecto de los montos de los préstamos. El equivalente de donación de un préstamo es su valor (actualizado) de compromiso menos el valor actualizado descontado de su servicio de la deuda contractual; por lo general, los pagos futuros del servicio de la deuda se descuentan al 10%. Los compromisos abarcan el monto total de los préstamos para los cuales se firmaron contratos en el año especificado. La deuda de acreedores privados incluye bonos emitidos públicamente o colocados en forma privada; préstamos comerciales de bancos privados y otras instituciones financieras privadas, y otros créditos privados de fabricantes, exportadores y otros proveedores de bienes, y los créditos bancarios cubiertos por una garantía de un organismo de crédito para la exportación.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INR.DPPG","Interés promedio de los nuevos compromisos de deuda externa (%)","El interés representa la tasa promedio de interés de todos los nuevos préstamos públicos y con garantía pública contratados durante el año. Para obtener el promedio, las tasas de interés de todos los préstamos públicos y con garantía pública se han ponderado respecto de los montos de los préstamos. La deuda pública es una obligación externa de un deudor público, incluido el Gobierno nacional, una subdivisión política (o un organismo de su dependencia) y los órganos públicos autónomos. La deuda con garantía pública es una obligación externa de un deudor privado, cuyo reembolso está garantizado por una entidad pública.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INR.OFFT","Interés promedio de los nuevos compromisos de deuda externa, oficial (%)","El interés representa la tasa promedio de interés de todos los nuevos préstamos públicos y con garantía pública contratados durante el año. Para obtener el promedio, las tasas de interés de todos los préstamos públicos y con garantía pública se han ponderado respecto de los montos de los préstamos. La deuda de acreedores oficiales incluye los préstamos de organizaciones internacionales (préstamos multilaterales) y los préstamos de los Gobiernos (préstamos bilaterales). Los préstamos de organizaciones internacionales incluyen los préstamos y créditos del Banco Mundial, los bancos regionales de desarrollo y otros organismos multilaterales e intergubernamentales. Se excluyen los préstamos provenientes de fondos administrados por un organismo internacional en nombre de un único Gobierno donante; éstos se clasifican como préstamos de Gobiernos. Los préstamos de los Gobiernos incluyen préstamos de Gobiernos y sus organismos (incluidos los bancos centrales), préstamos de órganos autónomos y préstamos directos de organismos oficiales de crédito para la exportación.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INR.PRVT","Interés promedio de los nuevos compromisos de deuda externa, privada (%)","El interés representa la tasa promedio de interés de todos los nuevos préstamos públicos y con garantía pública contratados durante el año. Para obtener el promedio, las tasas de interés de todos los préstamos públicos y con garantía pública se han ponderado respecto de los montos de los préstamos. La deuda de acreedores privados incluye bonos emitidos públicamente o colocados en forma privada; préstamos comerciales de bancos privados y otras instituciones financieras privadas, y otros créditos privados de fabricantes, exportadores y otros proveedores de bienes, y los créditos bancarios cubiertos por una garantía de un organismo de crédito para la exportación.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.BLAT.CD","PGP, bilateral (INT, US$ a precios actuales)","La deuda bilateral incluye préstamos de Gobiernos y sus organismos (incluidos los bancos centrales), préstamos de órganos autónomos y préstamos directos de organismos oficiales de crédito para la exportación. Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.BLTC.CD","PGP, bilateral en condiciones concesionarias (INT, US$ a precios actuales)","La deuda bilateral incluye préstamos de Gobiernos y sus organismos (incluidos los bancos centrales), préstamos de órganos autónomos y préstamos directos de organismos oficiales de crédito para la exportación. La deuda en condiciones concesionarias se define como préstamos con un elemento de donación original del 25% o más. El elemento de donación de un préstamo es el equivalente de donación expresado como porcentaje del monto comprometido. Se utiliza para medir el costo total del endeudamiento. El equivalente de donación de un préstamo es su valor (actualizado) de compromiso menos el valor actualizado descontado de su servicio de la deuda contractual; por lo general, los pagos futuros del servicio de la deuda se descuentan al 10%. Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.DECT.CD","Pagos de intereses de la deuda externa, total (INT, US$ a precios actuales)","Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. Este elemento incluye el interés pagado por la deuda a largo plazo, los cargos del FMI y el interés pagado por la deuda a corto plazo. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. La deuda externa a corto plazo se define como deuda con un vencimiento original de un año o menos. Los datos disponibles no permiten distinguir entre deuda a corto plazo pública y privada no garantizada. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.DECT.EX.ZS","Pagos de intereses de la deuda externa (% de exportaciones de bienes, servicios e ingresos primario)","Relación entre pago total de intereses y exportaciones de bienes y servicios.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.DECT.GN.ZS","Pagos de intereses de la deuda externa (% del INB)","Relación entre pagos totales de intereses e ingreso nacional bruto.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.DIMF.CD","Cargos del FMI (pago de intereses [INT], US$ a precios actuales)","Los cargos del FMI abarcan los pagos de intereses respecto de todos los usos de recursos del FMI, excluidos aquellos resultantes de los giros en el tramo de reserva. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.DLXF.CD","Pagos de intereses de la deuda externa, a largo plazo (INT, US$ a precios actuales)","Los pagos de intereses de la deuda a largo plazo son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.DPNG.CD","Pagos de intereses de la deuda externa, privada no garantizada (PNG) (INT, US$ a precios actuales)","La deuda externa privada no garantizada es una obligación externa de un deudor privado, cuyo reembolso no está garantizado por una entidad pública. Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que se adeuda a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.DPPG.CD","Pagos de intereses de la deuda externa, pública y con garantía pública (PGP) (INT, US$ a precios actuales)","Las deudas a largo plazo pública y con garantía pública se suman. La deuda pública es una obligación externa de un deudor público, incluido el Gobierno nacional, una subdivisión política (o un organismo de su dependencia) y los órganos públicos autónomos. La deuda con garantía pública es una obligación externa de un deudor privado, cuyo reembolso está garantizado por una entidad pública. Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.DSTC.CD","Pagos de intereses de la deuda externa, a corto plazo (INT, US$ a precios actuales)","Los pagos de intereses de la deuda a corto plazo son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. Este elemento incluye el interés pagado por la deuda a largo plazo, los cargos del FMI y el interés pagado por la deuda a corto plazo. La deuda externa a corto plazo se define como deuda con un vencimiento original de un año o menos. Los datos disponibles no permiten distinguir entre deuda a corto plazo pública y privada no garantizada. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.MIBR.CD","PGP, BIRF (INT, US$ a precios actuales)","La deuda pública y con garantía pública pendiente de pago del Banco Internacional de Reconstrucción y Fomento (BIRF) no goza de condiciones concesionarias. La deuda en condiciones no concesionarias no incluye los préstamos con un elemento de donación original del 25% o más. Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.MIDA.CD","PGP, AIF (INT, US$ a precios actuales)","La deuda pública y con garantía pública pendiente de pago de la Asociación Internacional de Fomento (AIF) goza de condiciones concesionarias. La deuda en condiciones concesionarias se define como préstamos con un elemento de donación original del 25% o más. El elemento de donación de un préstamo es el equivalente de donación expresado como porcentaje del monto comprometido. Se utiliza para medir el costo total del endeudamiento. El equivalente de donación de un préstamo es su valor (actualizado) de compromiso menos el valor actualizado descontado de su servicio de la deuda contractual; por lo general, los pagos futuros del servicio de la deuda se descuentan al 10%. Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.MLAT.CD","PGP, multilateral (INT, US$ a precios actuales)","Los préstamos multilaterales públicos y con garantía pública incluyen los préstamos y créditos del Banco Mundial, los bancos regionales de desarrollo y otros organismos multilaterales e intergubernamentales. Se excluyen los préstamos provenientes de fondos administrados por un organismo internacional en nombre de un único Gobierno donante; éstos se clasifican como préstamos de Gobiernos. Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.MLTC.CD","PGP, multilateral en condiciones concesionarias (INT, US$ a precios actuales)","Los préstamos multilaterales públicos y con garantía pública incluyen los préstamos y créditos del Banco Mundial, los bancos regionales de desarrollo y otros organismos multilaterales e intergubernamentales. Se excluyen los préstamos provenientes de fondos administrados por un organismo internacional en nombre de un único Gobierno donante; éstos se clasifican como préstamos de Gobiernos. La deuda en condiciones concesionarias se define como préstamos con un elemento de donación original del 25% o más. El elemento de donación de un préstamo es el equivalente de donación expresado como porcentaje del monto comprometido. Se utiliza para medir el costo total del endeudamiento. El equivalente de donación de un préstamo es su valor (actualizado) de compromiso menos el valor actualizado descontado de su servicio de la deuda contractual; por lo general, los pagos futuros del servicio de la deuda se descuentan al 10%. Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.OFFT.CD","PGP, acreedores oficiales (INT, US$ a precios actuales)","La deuda pública y con garantía pública de acreedores oficiales incluye los préstamos de organizaciones internacionales (préstamos multilaterales) y los préstamos de los Gobiernos (préstamos bilaterales). Los préstamos de organizaciones internacionales incluyen los préstamos y créditos del Banco Mundial, los bancos regionales de desarrollo y otros organismos multilaterales e intergubernamentales. Se excluyen los préstamos provenientes de fondos administrados por un organismo internacional en nombre de un único Gobierno donante; éstos se clasifican como préstamos de Gobiernos. Los préstamos de los Gobiernos incluyen préstamos de Gobiernos y sus organismos (incluidos los bancos centrales), préstamos de órganos autónomos y préstamos directos de organismos oficiales de crédito para la exportación. Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.PBND.CD","PGP, bonos (INT, US$ a precios actuales)","Deuda pública y con garantía pública procedente de bonos emitidos públicamente o colocados en forma privada. Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.PCBK.CD","PGP, bancos comerciales (INT, US$ a precios actuales)","Préstamos comerciales públicos y con garantía pública de bancos privados y otras instituciones financieras privadas. Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.PNGB.CD","PNG, bonos (INT, US$ a precios actuales)","Deuda a largo plazo no garantizada de bonos que se colocan en forma privada. Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.PNGC.CD","PNG, bancos comerciales y otros acreedores (INT, US$ a precios actuales)","Préstamos comerciales a largo plazo no garantizados de bancos privados y otras instituciones financieras privadas. Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.PROP.CD","PGP, otros acreedores privados (INT, US$ a precios actuales)","Otros créditos privados públicos o con garantía pública de fabricantes, exportadores y otros proveedores de bienes, y créditos bancarios cubiertos por una garantía de un organismo de crédito para la exportación. Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.INT.PRVT.CD","PGP, acreedores privados (INT, US$ a precios actuales)","La deuda pública y con garantía pública de acreedores privados incluye bonos emitidos públicamente o colocados en forma privada; préstamos comerciales de bancos privados y otras instituciones financieras privadas, y otros créditos privados de fabricantes, exportadores y otros proveedores de bienes, y los créditos bancarios cubiertos por una garantía de un organismo de crédito para la exportación. Los pagos de interés son las cantidades efectivas de interés pagadas por el prestatario en divisas, bienes o servicios durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.IXA.DPPG.CD","Atrasos de intereses,  de la deuda a largo plazo excepcional (US$ a precios actuales)","Los atrasos en el pago de intereses sobre la deuda a largo plazo son los pagos de intereses adeudados pero no pagados, acumulativos. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.IXA.DPPG.CD.CG","Variación neta en los atrasos de intereses (US$ a precios actuales)","La variación neta en los atrasos en el pago de intereses es la modificación del monto total de intereses atrasados entre dos años consecutivos. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.IXA.OFFT.CD","Atrasos de intereses, acreedores oficiales (US$ a precios actuales)","Los atrasos en el pago de intereses sobre la deuda a largo plazo son los pagos de intereses adeudados pero no pagados, acumulativos. La deuda de acreedores oficiales incluye los préstamos de organizaciones internacionales (préstamos multilaterales) y los préstamos de los Gobiernos (préstamos bilaterales). Los préstamos de organizaciones internacionales incluyen los préstamos y créditos del Banco Mundial, los bancos regionales de desarrollo y otros organismos multilaterales e intergubernamentales. Se excluyen los préstamos provenientes de fondos administrados por un organismo internacional en nombre de un único Gobierno donante; éstos se clasifican como préstamos de Gobiernos. Los préstamos de los Gobiernos incluyen préstamos de Gobiernos y sus organismos (incluidos los bancos centrales), préstamos de órganos autónomos y préstamos directos de organismos oficiales de crédito para la exportación. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.IXA.PRVT.CD","Atrasos de intereses, acreedores privados (US$ a precios actuales)","Los atrasos en el pago de intereses sobre la deuda a largo plazo son los pagos de intereses adeudados pero no pagados, acumulativos. La deuda de acreedores privados incluye bonos emitidos públicamente o colocados en forma privada; préstamos comerciales de bancos privados y otras instituciones financieras privadas, y otros créditos privados de fabricantes, exportadores y otros proveedores de bienes, y los créditos bancarios cubiertos por una garantía de un organismo de crédito para la exportación. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.IXF.DPPG.CD","Intereses condonados (US$ a precios actuales)","La condonación de intereses es el monto de intereses adeudado o atrasado que se cancela o condona en un año determinado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.IXR.DPPG.CD","Intereses reprogramados (capitalizados) (US$ a precios actuales)","La reprogramación de intereses corresponde al monto de intereses adeudado o atrasado que se reprograma en un año determinado. (Interés capitalizado es el interés que pasó a ser parte del saldo de la deuda debido a una operación de reprogramación). Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.IXR.OFFT.CD","Intereses reprogramados, oficiales (US$ a precios actuales)","La reprogramación de intereses corresponde al monto de intereses adeudado o atrasado que se reprograma en un año determinado. La deuda de acreedores oficiales incluye los préstamos de organizaciones internacionales (préstamos multilaterales) y los préstamos de los Gobiernos (préstamos bilaterales). Los préstamos de organismos internacionales comprenden los préstamos y créditos del Banco Mundial, los bancos regionales de desarrollo y otros organismos multilaterales e intergubernamentales. Se excluyen los préstamos provenientes de fondos administrados por un organismo internacional en nombre de un único Gobierno donante; éstos se clasifican como préstamos de Gobiernos. Los préstamos de los Gobiernos incluyen préstamos de Gobiernos y sus organismos (incluidos los bancos centrales), préstamos de órganos autónomos y préstamos directos de organismos oficiales de crédito para la exportación. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.IXR.PRVT.CD","Intereses reprogramados, privados (US$ a precios actuales)","La reprogramación de intereses corresponde al monto de intereses adeudado o atrasado que se reprograma en un año determinado. La deuda de acreedores privados incluye bonos emitidos públicamente o colocados en forma privada; préstamos comerciales de bancos privados y otras instituciones financieras privadas, y otros créditos privados de fabricantes, exportadores y otros proveedores de bienes, y los créditos bancarios cubiertos por una garantía de un organismo de crédito para la exportación. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.MAT.DPPG","Vencimiento promedio de los nuevos compromisos de deuda externa (años)","El vencimiento es el número de años transcurridos hasta la fecha de vencimiento original, que es la suma de los períodos de gracia y reembolso. El período de gracia del principal es el período que va desde la fecha de firma del préstamo o la emisión del instrumento financiero hasta el primer reembolso del principal. El período de reembolso es el período que va desde el primer hasta el último reembolso del principal. Para obtener el promedio, el vencimiento de todos los préstamos públicos y con garantía pública se han ponderado respecto de los montos de los préstamos. La deuda pública es una obligación externa de un deudor público, incluido el Gobierno nacional, una subdivisión política (o un organismo de su dependencia) y los órganos públicos autónomos. La deuda con garantía pública es una obligación externa de un deudor privado, cuyo reembolso está garantizado por una entidad pública.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.MAT.OFFT","Vencimiento promedio de los nuevos compromisos de deuda externa, oficial (años)","El vencimiento es el número de años transcurridos hasta la fecha de vencimiento original, que es la suma de los períodos de gracia y reembolso. El período de gracia del principal es el período que va desde la fecha de firma del préstamo o la emisión del instrumento financiero hasta el primer reembolso del principal. El período de reembolso es el período que va desde el primer hasta el último reembolso del principal. Para obtener el promedio, el vencimiento de todos los préstamos públicos y con garantía pública se han ponderado respecto de los montos de los préstamos. La deuda de acreedores oficiales incluye los préstamos de organizaciones internacionales (préstamos multilaterales) y los préstamos de los Gobiernos (préstamos bilaterales). Los préstamos de organizaciones internacionales incluyen los préstamos y créditos del Banco Mundial, los bancos regionales de desarrollo y otros organismos multilaterales e intergubernamentales. Se excluyen los préstamos provenientes de fondos administrados por un organismo internacional en nombre de un único Gobierno donante; éstos se clasifican como préstamos de Gobiernos. Los préstamos de los Gobiernos incluyen préstamos de Gobiernos y sus organismos (incluidos los bancos centrales), préstamos de órganos autónomos y préstamos directos de organismos oficiales de crédito para la exportación.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.MAT.PRVT","Vencimiento promedio de los nuevos compromisos de deuda externa, privada (años)","El vencimiento es el número de años transcurridos hasta la fecha de vencimiento original, que es la suma de los períodos de gracia y reembolso. El período de gracia del principal es el período que va desde la fecha de firma del préstamo o la emisión del instrumento financiero hasta el primer reembolso del principal. El período de reembolso es el período que va desde el primer hasta el último reembolso del principal. Para obtener el promedio, el vencimiento de todos los préstamos públicos y con garantía pública se han ponderado respecto de los montos de los préstamos. La deuda de acreedores privados incluye bonos emitidos públicamente o colocados en forma privada; préstamos comerciales de bancos privados y otras instituciones financieras privadas, y otros créditos privados de fabricantes, exportadores y otros proveedores de bienes, y los créditos bancarios cubiertos por una garantía de un organismo de crédito para la exportación.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.NFL.BLAT.CD","Flujos financieros netos, bilateral (NFL, US$ a precios actuales)","La deuda bilateral incluye préstamos de Gobiernos y sus organismos (incluidos los bancos centrales), préstamos de órganos autónomos y préstamos directos de organismos oficiales de crédito para la exportación. Los flujos netos (o financiamiento neto o desembolsos netos) recibidos por el prestatario durante el año equivalen a los desembolsos menos los reembolsos del principal. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.NFL.BLTC.CD","PGP, bilateral en condiciones concesionarias (FLN, US$ a precios actuales)","La deuda bilateral incluye préstamos de Gobiernos y sus organismos (incluidos los bancos centrales), préstamos de órganos autónomos y préstamos directos de organismos oficiales de crédito para la exportación. La deuda en condiciones concesionarias se define como préstamos con un elemento de donación original del 25% o más. El elemento de donación de un préstamo es el equivalente de donación expresado como porcentaje del monto comprometido. Se utiliza para medir el costo total del endeudamiento. El equivalente de donación de un préstamo es su valor (actualizado) de compromiso menos el valor actualizado descontado de su servicio de la deuda contractual; por lo general, los pagos futuros del servicio de la deuda se descuentan al 10%. Los flujos netos (o financiamiento neto o desembolsos netos) recibidos por el prestatario durante el año equivalen a los desembolsos menos los reembolsos del principal. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.NFL.DECT.CD","Flujos netos de la deuda externa, total (FLN, US$ a precios actuales)","Los flujos netos de deuda externa son desembolsos de deuda externa a largo plazo y compras del FMI menos los reembolsos del principal sobre la deuda externa a largo plazo y las recompras del FMI hasta 1984. A partir de 1985, este elemento incluye la variación en el saldo de la deuda a corto plazo (incluidos los atrasos en el pago de intereses sobre la deuda a largo plazo). Por lo tanto, si la variación del saldo es positiva, se calcula que se ha producido un desembolso; si es negativa, se estima que se ha producido un reembolso. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
